-18.154,135.7442,6797527.4,419527.4
-16.6729,136.9383,6796978.9,418978.9
-15.1823,138.1131,6796448.2,418448.2
-13.684,139.2699,6795937.4,417937.4
-12.1788,140.4107,6795447.7,417447.7
-10.6674,141.5375,6794980.4,416980.4
-9.1509,142.6521,6794536.7,416536.7
-7.6298,143.7564,6794117.7,416117.7
-6.1051,144.8521,6793724.4,415724.4
-4.5773,145.9411,6793357.5,415357.5
-3.0474,147.025,6793018,415018
-1.5159,148.1057,6792706.3,414706.3
0.0156,149.1841,6792423.2,414423.2
1.5481,150.2633,6792168.6,414168.6
3.0799,151.3443,6791943,413943
4.6105,152.4288,6791746.5,413746.5
6.1391,153.5186,6791579.2,413579.2
7.6641,154.6149,6791441,413441
9.1859,155.7201,6791331.5,413331.5
10.7039,156.8362,6791250.4,413250.4
12.2169,157.9648,6791197.3,413197.3
13.724,159.1077,6791171.5,413171.5
15.2244,160.2669,6791172.4,413172.4
16.7164,161.4437,6791199.2,413199.2
18.2007,162.6415,6791251,413251
19.6757,163.8619,6791326.9,413326.9
21.1399,165.1068,6791425.6,413425.6
22.5921,166.3783,6791546.1,413546.1
24.0323,167.6798,6791687.2,413687.2
25.458,169.0125,6791847.3,413847.3
26.8693,170.3806,6792025.5,414025.5
28.2635,171.7851,6792219.9,414219.9
29.6406,173.2304,6792429.4,414429.4
30.9984,174.7187,6792652.4,414652.4
32.3352,176.2529,6792887.2,414887.2
33.6492,177.8361,6793132.3,415132.3
34.9387,179.4714,6793386.2,415386.2
36.2006,-178.8394,6793647,415647
37.4349,-177.0904,6793913.5,415913.5
38.6382,-175.2797,6794183.9,416183.9
39.8073,-173.4059,6794456.4,416456.4
